(2, 0)
(2, 0)
(2, 2)
(2, 0)
(2, 2)
(1, 1)
(2, 0)
(2, 2)
(1, 1)
(3, 1)
(2, 0)
(2, 2)
(1, 1)
(3, 1)
(1, 0)
(2, 0)
(2, 2)
(1, 1)
(3, 1)
(1, 0)
(1, 2)
(2, 0)
(2, 2)
(1, 1)
(3, 1)
(1, 0)
(1, 2)
(3, 0)
(2, 0)
(2, 2)
(1, 1)
(3, 1)
(1, 0)
(1, 2)
(3, 0)
(3, 2)
(2, 0)
(2, 2)
(1, 1)
(3, 1)
(1, 0)
(1, 2)
(3, 0)
(4, 2)
(2, 0)
(2, 2)
(1, 1)
(3, 1)
(1, 0)
(1, 2)
(3, 0)
(4, 2)
(4, 1)
(2, 0)
(2, 2)
(1, 1)
(3, 1)
(1, 0)
(1, 2)
(3, 0)
(4, 1)
(5, 2)
(2, 0)
(2, 2)
(1, 1)
(3, 1)
(1, 0)
(1, 2)
(3, 0)
(4, 1)
(5, 2)
(5, 1)
(2, 0)
(2, 2)
(1, 1)
(3, 1)
(1, 0)
(1, 2)
(3, 0)
(4, 1)
(5, 1)
(6, 2)
(2, 0)
(2, 2)
(1, 1)
(3, 1)
(1, 0)
(1, 2)
(3, 0)
(4, 1)
(5, 1)
(6, 2)
(6, 1)
(2, 0)
(2, 2)
(1, 1)
(3, 1)
(1, 0)
(1, 2)
(3, 0)
(4, 1)
(5, 1)
(6, 2)
(6, 1)
(6, 3)
(2, 0)
(2, 2)
(1, 1)
(3, 1)
(1, 0)
(1, 2)
(3, 0)
(4, 1)
(5, 1)
(6, 2)
(6, 1)
(6, 4)
(2, 0)
(2, 2)
(1, 1)
(3, 1)
(1, 0)
(1, 2)
(3, 0)
(4, 1)
(5, 1)
(6, 2)
(6, 1)
(6, 4)
(7, 3)
(2, 0)
(2, 2)
(1, 1)
(3, 1)
(1, 0)
(1, 2)
(3, 0)
(4, 1)
(5, 1)
(6, 2)
(6, 1)
(6, 4)
(7, 3)
(7, 4)
(2, 0)
(2, 2)
(1, 1)
(3, 1)
(1, 0)
(1, 2)
(3, 0)
(4, 1)
(5, 1)
(6, 2)
(6, 1)
(6, 4)
(7, 3)
(7, 5)
(2, 0)
(2, 2)
(1, 1)
(3, 1)
(1, 0)
(1, 2)
(3, 0)
(4, 1)
(5, 1)
(6, 2)
(6, 1)
(6, 4)
(7, 3)
(7, 5)
(6, 5)
(2, 0)
(2, 2)
(1, 1)
(3, 1)
(1, 0)
(1, 2)
(3, 0)
(4, 1)
(5, 1)
(6, 2)
(6, 1)
(6, 4)
(7, 3)
(7, 5)
(6, 5)
(8, 5)
(2, 0)
(2, 2)
(1, 1)
(3, 1)
(1, 0)
(1, 2)
(3, 0)
(4, 1)
(5, 1)
(6, 2)
(6, 1)
(6, 4)
(7, 3)
(7, 5)
(6, 5)
(8, 6)
(2, 0)
(2, 2)
(1, 1)
(3, 1)
(1, 0)
(1, 2)
(3, 0)
(4, 1)
(5, 1)
(6, 2)
(6, 1)
(6, 4)
(7, 3)
